id,designation,quantite,prix_achat,prix_vente,kg,valeur_cost,valeur_sale
2551,شوكة زليج سوداء راس دهبية  بدون لومبلاج RUBI,120,22.44,102,,2692.8,12240
2552,سيبور حجر كرانيطو,3,200,250,,600,750
2553,ديسكو زليج 115 RUBI TVA,3,300,350,,900,1050
2554,يد مكينة rubi original,0,550,687.5,,0,0
2555,مطرقة مسمار بيجو,0,32,40,,0,0
2556,مطرقة مسمار,0,24,30,,0,0
2557,مطرقة مسمار XCORT,4,35,60,,140,240
2558,RUBI موس رونديل زليج,6,250,312.5,,1500,1875
2559,موس زليج رونديل TOP VIE C,5,23.46,60,,117.30000000000001,300
2560,موس زليج رونديل VIKTA TOP,0,23,60,,0,0
2561,RUBI SILVER شوكة زليج 10,0,180,225,,0,0
2562,شوكة زليج 10 RUBI,0,51,63.75,,0,0
2563,شوكة زليج سوداء راس دهبية  لومبلاج RUBI,7,120,150,,840,1050
2564,موس زليج طويل RUBI,4,280,350,,1120,1400
2565,موس زليج قصير RUBI,3,390,487.5,,1170,1462.5
2566,SIKAFLEX PRO 11 FC GRIS,48,62.21,66.85,,2986.08,3208.7999999999997
2567,sikaflex 118 extr.gab blanc,0,62.21,80,,0,0
2568,سيليكون ابيض tec 7,0,96,110,,0,0
2569,SAINT-GOBAIN GRIS GIVRE سيليكون,0,12,15,,0,0
2571,سيليكون abc 915fc,0,38,50,,0,0
2572,ديسكو 125 AGUILA PORCOLIN,0,200,250,,0,0
2573,VELAR ديسكو كرانيط اسود 125,0,130,170,,0,0
2574,fratelle brasive 115 ديسكو زليج,5,85,120,,425,600
2575,SOLGA 115MM ZIGZAG ROUGE ديسكو,1,211,280,,211,280
2576,موس زليج VELAR,36,16,60,,576,2160
2577,Rubi 250g مطرقة زليج,10,87.72,132.6,,877.2,1326
2578,STURDMAX كولا شحمة,0,40,50,,0,0
2581,100 بونجة الحك الزليج,5,45,70,,225,350
2582,نظارات الحماية عادية,0,10,12.5,,0,0
2583,شبكة بيضة صغيرة akro,0,17.1,35,,0,0
2584,قلم ممتاز,522,7.3,9.38,,3810.6,4896.360000000001
2585,بوشاردي 4 ممتاز,1,2800,3143.86,,2800,3143.86
2586,بوشاردي 3 ممتاز,1,2100,2625,,2100,2625
2587,سابلي 4 رؤوس ممتاز,2,2800,3500,,5600,7000
2588,SOLGA 180MM ROUGE ديسكو,1,237.04,280,,237.04,280
2589,ديسكو نجمة بروشكة صغير 100*14,0,105,150,,0,0
2590,شراط حمام 1 سنتيم 180 ملم,0,700,875,,0,0
2591,ديسكو كرانيك 180 ملم بروشكة,0,163.2,220,,0,0
2592,بواطة مكادى cat 3psc,0,105,160,,0,0
2593,FAMELE INDEX (M8) 1PCS شوفي ميطال انثى,0,1.2,1.5,,0,0
2594,INDEX ALUM (4.2*23 TPB) GRIS مسمار,0,0.17,0.5,,0,0
2595,INDEX ALUM (4.2*23 TPB) BLANCH مسمار,820,0.21,0.5,,172.2,410
2596,INDEX ALUM (4.2*14 TPB) GRIS مسمار,0,0.16,0.4,,0,0
2597,FAMELE INDEX (M10) 1PCS شوفي ميطال انثى,0,1.6,1.85,,0,0
2598,INDEX ALUM (4.2*14 TPB) NOIR مسمار,57,0.15,0.4,,8.549999999999999,22.8
2599,INDEX ALUM (4.2*23 TPB) NOIR مسمار,6000,0.21,0.5,,1260,3000
2600,INDEX ALUM (4.8*32 PARKER)مسمار,285,0.3,0.55,,85.5,156.75
2601,INDEX ALUM (4.8*19 PARKER)مسمار,793,0.23,0.5,,182.39000000000001,396.5
2602,INDEX ALUM (4.2*14 TPB) BLANCH مسمار,680,0.85,1.1,,578,748.0000000000001
2603,INDEX ALUM (3.5*9.5 TBB) مسمار,750,0.19,0.44,,142.5,330
2604,INDEX ALUM (4.8*25 PARKER)مسمار,490,0.24,0.5,,117.6,245
2605,INDEX ALUM (4.8*25 TBB)مسمار,0,0.21,0.46,,0,0
2606,INDEX ALUM (4.8*32 TBB)مسمار,667,0.24,0.5,,160.07999999999998,333.5
2607,INDEX ALUM (4.2*38 TPB) مسمار,400,0.26,0.51,,104,204
2608,INDEX ALUM (4.8*19 TPB) مسمار,75,0.37,0.62,,27.75,46.5
2609,INDEX ALUM (4.2*32 TPB) مسمار,0,0.25,0.5,,0,0
2610,INDEX ALUM (4.8*100 PARKER)مسمار,95,0.9,1.15,,85.5,109.24999999999999
2611,INDEX ALUM (4.2*25 TPB) مسمار,0,0.19,0.44,,0,0
2612,INDEX ALUM (4.8*38 PARKER)مسمار,0,0.13,0.38,,0,0
2613,INDEX ALUM (4.2*19 TPB) مسمار,950,0.13,0.38,,123.5,361
2614,INDEX ALUM (4.8*19 TBB)مسمار,0,0.17,0.42,,0,0
2615,INDEX ALUM (4.8*32 TPB) مسمار,195,0.29,0.54,,56.55,105.30000000000001
2616,INDEX ALUM (4.8*70 PARKER)مسمار,808,0.55,0.8,,444.40000000000003,646.4000000000001
2617,INDEX ALUM (4.8*50  PARKER)مسمار,682,0.34,0.6,,231.88000000000002,409.2
2618,INDEX ALUM (4.8*80 PARKER)مسمار,87,0.68,0.93,,59.160000000000004,80.91000000000001
2619,INDEX ALUM (4.8*16 TBB)مسمار,0,0.16,0.41,,0,0
2620,CIRCLE (M10*70) PCS1 شوفي ميطال,0,7.5,10,,0,0
2621,INDEX (M8*60) PCS1 شوفي ميطال,377,3,5,,1131,1885
2622,GANCHO (M8*60) PCS1 شوفي ميطال,78,4.5,7,,351,546
2623,CIRCLE (M8*60) PCS1 شوفي ميطال,0,4,7,,0,0
2624,INDEX KROCHI M8 (PCS1) شوفي صباغة,36,7,10,,252,360
2625,GANCHO (M10*70) PCS1 شوفي ميطال,5,7.5,10,,37.5,50
2626,INDEX (M10*70) PCS1 شوفي ميطال,59,5,8,,295,472
2627,INDEX KROCHI M5 (PCS1) شوفي صباغة,50,5,8,,250,400
2628,INDEX KROCHI M4 (PCS1) شوفي صباغة,50,4,7,,200,350
2629,INDEX ALUM (4.8*75 TBB) مسمار,370,0.61,0.86,,225.7,318.2
2630,INDEX ALUM (4.8*38 TPB) مسمار,362,0.31,0.56,,112.22,202.72000000000003
2631,INDEX ALUM (4.8*50 TBB)مسمار,0,0.35,0.6,,0,0
2632,INDEX ALUM (4.8*60 PARKER)مسمار,425,0.4,0.65,,170,276.25
2633,INDEX ALUM (4.2*14 TPB) BLANCH مسمار,700,0.17,0.42,,119.00000000000001,294
2634,FAMELE INDEX (M12) 1PCS شوفي ميطال انثى,0,3,6,,0,0
2635,INDEX ALUM (4.2*23 TPB) BLANCH مسمار,0,0.21,0.46,,0,0
2636,INDEX ALUM (4.2*14 TPB) GRIS مسمار,0,0.15,0.4,,0,0
2637,INDEX ALUM (4.8*38 TBB)مسمار,386,0.26,0.51,,100.36,196.86
2638,INDEX ALUM (4.8*60 TPB) مسمار,440,0.46,0.71,,202.4,312.4
2639,SERRE  CABLE 8,132,2.5,6,,330,792
2640,SERRE CABLE 10,57,4,7,,228,399
2641,SERRE CABLE 14,0,5,8,,0,0
2642,SERRE CABLE 16,41,7,10,,287,410
2643,SERRE CABLE 20,34,9,12,,306,408
2644,كيلو مسمار هند 3/5/6,0,35,50,,0,0
2645,RONDELLE M 08*30,2366,0.3,0.4,,709.8,946.4000000000001
2646,RONDELLE M 06*25,1225,0.3,0.4,,367.5,490
2647,ECROU TH RONDELLE M 08,3120,0.55,0.86,,1716.0000000000002,2683.2
2648,ECROU TH RONDELLE M 12,398,0.56,0.66,,222.88000000000002,262.68
2649,RONDELLE M 12*30,525,0.3,0.4,,157.5,210
2650,RONDELLE M 08*20,1200,0.15,0.25,,180,300
2651,RONDELLE M 06*20,1350,0.15,0.25,,202.5,337.5
2652,ECROU TH RONDELLE M 10,1325,0.36,0.46,,477,609.5
2653,RONDELLE M 12*20,770,0.3,0.4,,231,308
2654,RONDELLE M 06*30,273,0.3,0.4,,81.89999999999999,109.2
2655,ECROU TH RONDELLE M 06,5750,0.12,0.22,,690,1265
2656,ECROU TH RONDELLE M 14,0,0.85,0.95,,0,0
2657,(500PCS) 4*16 ريماتشي,0,0.06,0.1,,0,0
2658,(500PCS) 4.8*16 ريماتشي,0,0.1,0.15,,0,0
2659,شوفي بلاستيك bekhal 8mm PCS 1,0,0.25,0.4,,0,0
2660,شوفي بلاستيك bekhal 10mm PCS 1,25,0.25,0.4,,6.25,10
2661,شوفي بلاستيك bekhal 12mm PCS 1,5,0.25,0.4,,1.25,2
2662,شوفي 10 INDEX 1 PCS,0,1.12,1.5,,0,0
2663,شوفي 12 INDEX 1 PCS,0,1.12,1.5,,0,0
2664,(1000PCS) 3*16 ريماتشي,0,0.7,0.9,,0,0
2665,(200)3.5X25مسمار خشب PCS 1,250,0.4,0.6,,100,150
2666,(200)3.5X30  (1PCS) مسمار خشب,843,0.05,13.33,,42.150000000000006,11237.19
2667,(200)3.5X40مسمار خشب PCS 1,332,0.8,1,,265.6,332
2668,(200)4X16مسمار خشب PCS 1,250,0.5,0.7,,125,175
2669,(200)4X20  (1PCS) مسمار خشب,200,0.05,14,,10,2800
2670,(200)4X30   مسمار خشب PCS 1,0,0.07,0.27,,0,0
2671,(200)4X40  (1PCS) مسمار خشب,335,0.07,43.5,,23.450000000000003,14572.5
2672,(200)4X50  (1PCS) مسمار خشب,61,0.09,50.73,,5.49,3094.5299999999997
2673,4x60مسمار خشبPCS 1,360,0.14,0.34,,50.400000000000006,122.4
2674,(200)4X70مسمار خشب PCS 1,129,0.17,0.37,,21.930000000000003,47.73
2675,5X20مسمار خشبPCS 1,290,0.09,0.29,,26.099999999999998,84.1
2676,5X30مسمار خشبPCS 1,363,0.15,0.35,,54.449999999999996,127.05
2677,(200)5X40  (1PCS) مسمار خشب,672,0.12,58.29,,80.64,39170.88
2678,5X50 مسمار خشبPCS 1,0,0.15,0.35,,0,0
2679,(200)5X70مسمار خشب PCS 1,264,0.23,0.43,,60.720000000000006,113.52
2680,(200)6X50مسمار خشب PCS 1,0,0.26,0.46,,0,0
2681,(200)6X80مسمار خشب PCS 1,200,0.3,0.5,,60,100
2682,(200)6X100مسمار خشب PCS 1,760,0.45,0.65,,342,494
2683,(200)6X120مسمار خشب PCS 1,0,0.57,0.77,,0,0
2684,KYATA L4*40,422,0.3,0.55,,126.6,232.10000000000002
2685,KYATA L4*50,380,0.29,0.5,,110.19999999999999,190
2686,KYATA L4*60,230,0.48,0.73,,110.39999999999999,167.9
2687,KYATA L5*40,294,0.38,0.63,,111.72,185.22
2688,KYATA L5*50,161,0.48,0.73,,77.28,117.53
2689,KYATA L5*60,347,0.5,0.74,,173.5,256.78
2690,KYATA L5*80,0,0.62,0.87,,0,0
2691,KYATA L6*80,98,0.8,1.05,,78.4,102.9
2692,KYATA L4*30,0,0.24,0.49,,0,0
2693,RZIZA?4*60,220,0.48,0.68,,105.6,149.60000000000002
2694,RZIZA?5*80,109,0.9,1.1,,98.10000000000001,119.9
2695,RZIZA?6*80,91,1.35,1.55,,122.85000000000001,141.05
2696,8*60 TIREFOND مسمار ساروت,0,0.6,0.75,,0,0
2697,6*70 TIREFOND مسمار ساروت,0,0.5,0.63,,0,0
2698,6*120 TIREFOND مسمار ساروت,0,1,1.25,,0,0
2699,6*100 TIREFOND مسمار ساروت,0,0.85,1.06,,0,0
2700,8*120 TIREFOND مسمار ساروت,0,1.45,1.81,,0,0
2701,RZIZA? 4*50,181,0.44,0.64,,79.64,115.84
2702,RZIZA?4*30,218,0.35,0.55,,76.3,119.9
2703,RZIZA?5*40,187,0.58,0.78,,108.46,145.86
2704,6*40 TIREFOND مسمار ساروت,0,0.28,0.35,,0,0
2705,8*50 TIREFOND مسمار ساروت,0,0.5,0.63,,0,0
2706,6*90 TIREFOND مسمار ساروت,0,0.8,1,,0,0
2707,6*30 TIREFOND مسمار ساروت,0,0.6,0.75,,0,0
2708,6*80 TIREFOND مسمار ساروت,0,0.6,0.75,,0,0
2709,RZIZA?4*40,378,0.4,0.6,,151.20000000000002,226.79999999999998
2710,RZIZA?3*20,395,0.17,0.37,,67.15,146.15
2711,RZIZA?5*70,268,0.8,1,,214.4,268
2712,RZIZA?5*60,177,0.7,0.9,,123.89999999999999,159.3
2713,CHROME 8*100 M شوفي ميطاليك,53,2.2,5,,116.60000000000001,265
2714,10*120 M شوفي ميطاليك,0,3.5,6,,0,0
2715,8*120 M شوفي ميطاليك,0,3.1,6,,0,0
2716,8*60/8*65 M شوفي ميطاليك,0,1.85,4,,0,0
2717,6*65 شوفي ميطاليك جبص,0,3.5,6,,0,0
2718,8*140 M شوفي ميطاليك,127,3.6,6,,457.2,762
2719,8*120 M شوفي ميطاليك,0,3.1,6,,0,0
2720,8*110 M شوفي ميطاليك,0,2.4,5,,0,0
2721,CHROME 10*100 M شوفي ميطاليك,0,2.9,3.63,,0,0
2722,CHROME 12*100 شوفي ميطاليك,0,3.9,4.88,,0,0
2723,CHROME 12*120 M شوفي ميطاليك,0,4.5,6,,0,0
2724,CHROME 14*100 M شوفي ميطاليك,0,6.5,8.13,,0,0
2725,CHROME 16*100 M شوفي ميطاليك,0,7.5,9.38,,0,0
2726,16*200 M شوفي ميطاليك,0,15,18.75,,0,0
2727,CHROME 12*140 M شوفي ميطاليك,0,5,6.25,,0,0
2728,CHROME 16*150 M شوفي ميطاليك,0,12,15,,0,0
2729,CHROME 12*160 M شوفي ميطاليك,0,5.3,6.63,,0,0
2730,CHROME 14*140 M شوفي ميطاليك,0,7.5,9.38,,0,0
2731,CHROME 16*120 M شوفي ميطاليك,0,8.5,10.63,,0,0
2732,شوفي فرشي فيكساسيون,915,1.1,1.83,,1006.5000000000001,1674.45
2733,بوشون  ppr 1/2,130,1.5,1.88,,195,244.39999999999998
2734,كالة باب,55,2.3,3,,126.49999999999999,165
2735,راس بوطة,70,5,8,,350,560
2736,CACHE VISSE BLANC PLASTIC 1PCS,2000,0.07,0.09,,140,180
2737,(1pcs) شوفي امباز,0,0.32,0.45,,0,0
2738,32A CHINT فزبلي,6,13,15.5,,78,93
2739,25A CHINT فزبلي,8,13,15.5,,104,124
2740,20A CHINT فزبلي,13,13.5,15.5,,175.5,201.5
2741,16A CHINT فزبلي,7,13.5,15.5,,94.5,108.5
2742,10A CHINT فزبلي,0,13,15.5,,0,0
2743,disjoncteur 10A inglc,11,15.5,20,,170.5,220
2744,POUSSOIR ROND LUM LED GRIS FONCE,10,24.5,28,,245,280
2745,POUSSOIR ROND LUM LED BLANC,9,24.5,28,,220.5,252
2746,POUSSOIR ROND LUM LED CAPPUCCINO,8,24.5,28,,196,224
2747,POUSSOIR ROND LUM LED MARRON,10,24.5,28,,245,280
2748,PRISE DE COURANT 2P GRIS FONCE,17,11.97,15,,203.49,255
2749,PRISE DE COURANT 2P BLANC,20,11.97,15,,239.4,300
2750,PRISE DE COURANT 2P CAPPUCCINO,16,11.97,15,,191.52,240
2751,PRISE DE COURANT 2P MARRON,15,11.97,15,,179.55,225
2752,INTER DOUBLE ALLUMAGE GRIS FONCE,10,26.8,30,,268,300
2753,INTER DOUBLE ALLUMAGE BLANC,10,25.46,30,,254.60000000000002,300
2754,INTER DOUBLE ALLUMAGE CAPPUCCINO,14,25.46,33.58,,356.44,470.12
2755,INTER DOUBLE ALLUMAGE MARRON,8,26.8,30,,214.4,240
2756,INTER VA ET VIENT VV GRIS FONCE,9,17.3,22,,155.70000000000002,198
2757,INTER VA ET VIENT VV BLANC,3,17.3,22,,51.900000000000006,66
2758,INTER VA ET VIENT VV CAPPUCCINO,8,17.3,22,,138.4,176
2759,INTER VA ET VIENT VV MARRON,10,17.3,22,,173,220
2760,PRISE DE COURANT 2P+T GRIS FONCE,15,16.44,20,,246.60000000000002,300
2761,PRISE DE COURANR 2P+T CAPPUCCINO,10,16.44,20,,164.4,200
2762,PRISE DE COURANT 2P+T MARRON,13,16.44,20,,213.72000000000003,260
2763,PRISE DE COURANT 2P+T BLANC,20,16.44,20.18,,328.8,403.6
2764,POUSSOIRE INVERSEUR RIDEAUX GRIS FONCE,10,36.75,42,,367.5,420
2765,POUSSOIRE INVERSEUR RIDEAUX BLANC,9,36.75,42,,330.75,378
2766,POUSSOIRE INVERSEUR RIDEAUX CAPPUCCINO,16,35.5,40.57,,568,649.12
2767,POUSSOIRE INVERSEUR RIDEAUX MARRON,7,36.75,42,,257.25,294
2768,SORTIE DE FIL BLANC,10,10.45,14,,104.5,140
2769,SORTIE DE FIL CAPPUCCINO,5,11,14,,55,70
2770,SORTIE DE FIL MARRON,10,11,14,,110,140
2771,PRISE RJ CAT 3 GRIS FONCE,10,33.6,38,,336,380
2772,PRISE RJ CAT 3 BLANC,10,33.6,38,,336,380
2773,PRISE RJ CAT 3 CAPPUCCINO,10,33.6,38,,336,380
2774,PRISE RJ CAT 3 MARRON,10,33.6,38,,336,380
2775,INTER SIMPLE ALLUMAGE GRIS FONCE,16,11.97,16,,191.52,256
2776,INTER SIMPLE ALLUMAGE BLANC,28,11.97,17.78,,335.16,497.84000000000003
2777,INTER SIMPLE ALLUMAGE CAPPUCCINO,21,11.97,16,,251.37,336
2778,INTER SIMPLE ALLUMAGE MARRON,17,11.97,16,,203.49,272
2779,40A DIFERENCIAL BOLI ديجانكتور,4,55,65,,220,260
2780,METRE TENSION DEGITAL 600V ERGO,1,115.9,150,,115.9,150
2781,380w بريز أنثى,6,27,33.75,,162,202.5
2782,380w بريز دكر,29,19.94,24.93,,578.26,722.97
2783,PRISE DU COURANT 2P+T 20219BL,10,17,20,,170,200
2784,INTER VA ET VIENT 10212BL,20,18,22.5,,360,450
2785,INTER DOUBLE VA ET VIENT 10213BL,7,29.5,35,,206.5,245
2786,PUSSOIR ROND LUM LED 10215BL,10,24,28,,240,280
2787,PRISE TV GALAXY 20223MR,10,28,34,,280,340
2788,INTER VA ET VIENT  10212MR,18,18,22.5,,324,405
2789,INTER DOUBLE VA ET VIENT CAPPUCCINO,12,28.93,35.47,,347.15999999999997,425.64
2790,SORTIE DE FIL  20224BL,4,11.5,15,,46,60
2791,PRISE DU COURANT 2P 20218BL,0,13.1,16,,0,0
2792,INTER SIMPLE ALLUMAGE 10210BL,0,13.1,16,,0,0
2793,INTER DOUBLE SIMPLE ALLUMAGE 10211BL,5,26,30,,130,150
2794,POUSSOIRE INVERSEUR RIDEUX 10227BL,8,37,43,,296,344
2795,PRISE RJ45 GALAXY 20221BL,10,33,38,,330,380
2796,INTER VA ETVIENT PRISE 2P 10217BL,6,22,26,,132,156
2797,شوفي 8 BILT 1PCS,20,0.19,0.24,,3.8,4.8
2798,شوفي 10 BILT 1 PCS,0,0.4,0.5,,0,0
2799,MULTICADRE 4P HORIZONTAL MARRON FONCE,0,15.8,19,,0,0
2800,MULTICADRE 4P HORIZONTAL GRIS NOIR,9,17.9,19,,161.1,171
2801,MULTICADRE 4P HORIZONTAL GRIS FONCE,5,17.9,19,,89.5,95
2802,MULTICADRE 4P HORIZONTAL GRIS CLAIR,5,17.9,19,,89.5,95
2803,MULTICADRE 4P HORIZONTAL BLANC,5,15.8,19,,79,95
2804,MULTICADRE 4P HORIZONTAL CAPPUCCINO,15,25.94,32,,389.1,480
2805,MULTICADRE 3P HORIZONTAL MARRON FONCE,5,10.5,13.13,,52.5,65.65
2806,MULTICADRE 2P HORIZONTAL MARRON FONCE,9,7.9,10,,71.10000000000001,90
2807,CADRE 1 POSTE MARRON FONCE,0,2.75,5,,0,0
2808,MULTICADRE 3P HORIZONTAL GRIS NOIR,3,12.1,14,,36.3,42
2809,MULTICADRE 2P HORIZONTAL GRIS NOIR,11,9,12,,99,132
2810,CADRE 1 POSTE GRIS NOIR,15,3.15,5,,47.25,75
2811,MULTICADRE 3P HORIZONTAL GRIS FONCE,5,12.1,14,,60.5,70
2812,MULTICADRE 2P HORIZONTAL GRIS FONCE,9,9,12,,81,108
2813,CADRE 1 POSTE GRIS FONCE,19,2.99,5,,56.81,95
2814,MULTICADRE 3P HORIZONTAL GRIS CLAIR,5,12.1,14,,60.5,70
2815,MULTICADRE 2P HORIZONTAL CRIS CLAIR,10,9,12,,90,120
2816,CADRE 1 POSTE GRIS CLAIR,15,3.15,5,,47.25,75
2817,MULTICADRE 3P HORIZONTAL BLANC,16,9.98,14,,159.68,224
2818,MULTICADRE 2P HORIZONTAL BLANC,6,7.9,10,,47.400000000000006,60
2819,CADRE 1 POSTE BLANC,28,2.61,5,,73.08,140
2820,MULTICADRE 3P HORIZONTAL CAPPUCCINO,16,19.95,25,,319.2,400
2821,MULTICADRE 2P HORIZONTAL CAPPUCCINO,15,13.97,18,,209.55,270
2822,CADRE 1 POSTE CAPPUCCINO,15,6.56,10.52,,98.39999999999999,157.79999999999998
2823,PRISE 2P+T ETANCHE APPARENT GRIS,0,19.66,24.58,,0,0
2824,ENTERRUPTEUR SIMPLE ETTANCHE APPAR LAP10610,20,18.5,21.25,,370,425
2825,LAP B22 راس مصباح,106,2.6,6,,275.6,636
2826,E14 راس مصباح ترية,51,4.3,5.38,,219.29999999999998,274.38
2827,E27 DOUBLE BAG  راس مصباح,7,4.75,5.94,,33.25,41.580000000000005
2828,بريز الضوء أنثى,105,5.8,7.25,,609,761.25
2829,E27 راس مصباح,22,6,9,,132,198
2830,بريز الضوء دكر,56,4.8,6,,268.8,336
2831,noble 2kg مشوطة,0,86.7,120,,0,0
2832,"noble 1,5kg مشوطة",0,65,85,,0,0
2835,2eme بسطى سوداء,0,22,27.5,,0,0
2836,SPOTA ATTA 4000K- GU 10 سبوطة,401,5.5,10,,2205.5,4010
2837,كخيطة مربعة,22,2,2.2,,44,48.400000000000006
2838,شكوتش اخضر اسود xcort,16,55,70,,880,1120
2839,بسطى دوبل روند مكينة 2.5+4.5,7,100,125,,700,875
2840,دوبل روند 4.4 مكينة كرانيت,0,1000,1200,,0,0
2841,دوبل روند 2.5 مكينة كرانيت,1,900,1100,,900,1100
2842,دوبل روند 5.4 مكينة كرانيت,0,1000,1200,,0,0
2843,Diamflex 20mm دوبل روند,0,900,1100,,0,0
2844,Diamflex 15mm دوبل روند,2,900,1100,,1800,2200
2845,دوبل روند 5.4 مكينة رخام,0,1000,1200,,0,0
2846,دوبل روند 4.4 مكينة مرمو,0,1000,1200,,0,0
2847,دوبل روند 2.5 مكينة رخام,0,900,1100,,0,0
2848,دوبل روند 4 مكينة مرمو,4,1000,1200,,4000,4800
2849,دوبل روند 5 مكينة كرانيت,0,1000,1200,,0,0
2850,khayal 20kg خيال,2,660,720,,1320,1440
2851,باتري 20v,0,50,62.5,,0,0
2852,باتري 21v,0,50,62.5,,0,0
2853,ليخة ممتاز 400 الماء,0,43,53.75,,0,0
2854,ليخة ممتاز 50 الماء,0,38,47.5,,0,0
2855,ليخة ممتاز 3000 الماء,0,43,53.75,,0,0
2856,ليخة ممتاز 1500 الماء,3,43,53.75,,129,161.25
2857,ليخة ممتاز buf الماء,8,43,85,,344,680
2858,ليخة ممتاز 100 الماء,55,43.86,54.83,,2412.3,3015.65
2859,ليخة ممتاز 200 الماء,45,43,53.75,,1935,2418.75
2860,EPOXY GLASS,13,360,450,,4680,5850
2861,راس فيسوس dingi,15,3,8,,45,120
2862,بروكة دهبية شنيور12 ممتاز,0,135,168.75,,0,0
2863,pego كوشية لندوي 18,13,12.5,18,,162.5,234
2864,ديسك صغير دهبي,0,15,60,,0,0
2865,50 mm ديسك كرانيط صغير,0,85,106.25,,0,0
2866,40 mm ديسك كرانيط صغير,0,40,50,,0,0
2867,30 mm ديسك كرانيط صغير,0,75,93.75,,0,0
2868,ليخة الماء 400,0,2.25,3.14,,0,0
2869,راس بوشاردي,0,150,187.5,,0,0
2870,شراط حمام 2 سنتيم,0,570,800,,0,0
2871,1cm شراط حمام مدور,0,400,500,,0,0
2872,شراط حمام مربع دهبي 1سنتيم صغير,0,230,350,,0,0
2873,بروكة دهبية 65,0,190,270,,0,0
2874,بروكة دهبية 60,0,190,300,,0,0
2875,بروكة دهبية 50,0,180,225,,0,0
2876,بروكة دهبية شنيور30,0,80,100,,0,0
2877,بروكة دهبية شنيور25,1,70,87.5,,70,87.5
2878,بروكة روند سوداء 50,1,900,625,,900,625
2879,80m متر ليزر ازرق,0,350,550,,0,0
2880,80m متر ليزر احمر,0,480,650,,0,0
2881,كريفو عادي ابيض GERMANO,0,27,50,,0,0
2882,GERODI روبيني يد ازرق,0,38,47.5,,0,0
2883,ديسكو كرانيك 180ملم اسود,0,137.7,173.4,,0,0
2884,BOSCH 180 ديسكو زليج,3,275,300,,825,900
2885,بروكة 25 دهبية,4,145,181.25,,580,725
2886,DOTCHTEK بروكة سوداء 35,0,155,193.75,,0,0
2887,IMLUX بروكة زليج 6,0,10,12.5,,0,0
2888,بينسا حدادية,2,28,35,,56,70
2889,XCORT 1050W شينيور,0,740,950,,0,0
2890,soufleur battre xcort,2,480,618.67,,960,1237.34
2891,بروكة مرمو بوش 8,20,38.81,50.22,,776.2,1004.4
2892,بروكة مرمو بوش 12,26,40.63,50.78,,1056.38,1320.28
2893,مكدي هلتي 14*250sds,0,8.5,30,,0,0
2894,كيطور عادي  m40/18mm,0,8,10,,0,0
2895,DINGI 3.5*193 طرنوفيس,0,7.5,12,,0,0
2896,بروكة خضراء 35 كرانيط,0,320,400,,0,0
2897,بروكة كرانيط زرقاء 60,1,510,650,,510,650
2898,بروكة كرانيط زرقاء 50,0,450,562.5,,0,0
2899,بروكة كرانيط زرقاء 20,12,209.1,261.38,,2509.2,3136.56
2900,بروكة كرانيت 35 صفراء,4,250,312.5,,1000,1250
2901,بروكة كرانيت 20 صفراء,0,183.6,229.5,,0,0
2902,بروكة كرانيت سوداء 20,0,230,280,,0,0
2903,بروكة ديكطون 6,0,140,175,,0,0
2904,بروكة حمراء 60 عادية,1,142.8,178.5,,142.8,178.5
2905,بروكة حمراء 40 عادية,6,93.84,153,,563.04,918
2906,بروكة روند شينيور,6,35,43.75,,210,262.5
2907,روند 2 سنتيم basila double,0,250,450,,0,0
2908,روند 3 سنتيم basila double,6,300,500,,1800,3000
2909,روند 4 سنتيم basila double,4,350,600,,1400,2400
2910,روند ممتاز بلاستيك اسود 4CM,0,500,625,,0,0
2911,D115 T30 دوبل روند بالحرف,0,630,800,,0,0
2912,D115 T40 دوبل روند بالحرف,0,660,850,,0,0
2913,D115 T40 روند مربع,0,700,900,,0,0
2914,D100 T40 روند مثلث,2,630,800,,1260,1600
